code,name_en,definition_en,unit_code,topic,source_concept
CENSUS_INDV30_M_NOTSTD,Population By Country Of Stay: m_notstd (Census 2021),"Source column m_notstd from Indv30_PopulationByCountryOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv30_PopulationByCountryOfStay:m_notstd
CENSUS_INDV31_ROWTOTAL,Migrated Population By Length Of Stay: rowtotal (Census 2021),"Source column rowtotal from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:rowtotal
CENSUS_INDV31_A_BELOW1,Migrated Population By Length Of Stay: a_Below1 (Census 2021),"Source column a_Below1 from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:a_Below1
CENSUS_INDV31_B_01TO04,Migrated Population By Length Of Stay: b_01to04 (Census 2021),"Source column b_01to04 from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:b_01to04
CENSUS_INDV31_C_05TO09,Migrated Population By Length Of Stay: c_05to09 (Census 2021),"Source column c_05to09 from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:c_05to09
CENSUS_INDV31_D_10TO24,Migrated Population By Length Of Stay: d_10to24 (Census 2021),"Source column d_10to24 from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:d_10to24
CENSUS_INDV31_E_25TO49,Migrated Population By Length Of Stay: e_25to49 (Census 2021),"Source column e_25to49 from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:e_25to49
CENSUS_INDV31_F_50PLUS,Migrated Population By Length Of Stay: f_50plus (Census 2021),"Source column f_50plus from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:f_50plus
CENSUS_INDV31_G_NOTSTD,Migrated Population By Length Of Stay: g_notstd (Census 2021),"Source column g_notstd from Indv31_MigratedPopulationByLengthOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv31_MigratedPopulationByLengthOfStay:g_notstd
CENSUS_INDV32_ROWTOTAL,Migrated Population By Reason Of Stay: rowtotal (Census 2021),"Source column rowtotal from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:rowtotal
CENSUS_INDV32_A_WORK,Migrated Population By Reason Of Stay: a_work (Census 2021),"Source column a_work from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:a_work
CENSUS_INDV32_B_TRADE,Migrated Population By Reason Of Stay: b_trade (Census 2021),"Source column b_trade from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:b_trade
CENSUS_INDV32_C_STUDY,Migrated Population By Reason Of Stay: c_study (Census 2021),"Source column c_study from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:c_study
CENSUS_INDV32_D_MARRIAGE,Migrated Population By Reason Of Stay: d_marriage (Census 2021),"Source column d_marriage from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:d_marriage
CENSUS_INDV32_E_DEPENDNT,Migrated Population By Reason Of Stay: e_dependnt (Census 2021),"Source column e_dependnt from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:e_dependnt
CENSUS_INDV32_F_CALAMITY,Migrated Population By Reason Of Stay: f_calamity (Census 2021),"Source column f_calamity from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:f_calamity
CENSUS_INDV32_G_AGRI,Migrated Population By Reason Of Stay: g_agri (Census 2021),"Source column g_agri from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:g_agri
CENSUS_INDV32_H_REGURN,Migrated Population By Reason Of Stay: h_regurn (Census 2021),"Source column h_regurn from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:h_regurn
CENSUS_INDV32_I_OTHERS,Migrated Population By Reason Of Stay: i_others (Census 2021),"Source column i_others from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:i_others
CENSUS_INDV32_J_NOTSTD,Migrated Population By Reason Of Stay: j_notstd (Census 2021),"Source column j_notstd from Indv32_MigratedPopulationByReasonOfStay.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv32_MigratedPopulationByReasonOfStay:j_notstd
CENSUS_INDV33_ROWTOTAL,Number Of Children Ever Born: rowtotal (Census 2021),"Source column rowtotal from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:rowtotal
CENSUS_INDV33_A_15TO19,Number Of Children Ever Born: a_15to19 (Census 2021),"Source column a_15to19 from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:a_15to19
CENSUS_INDV33_B_20TO24,Number Of Children Ever Born: b_20to24 (Census 2021),"Source column b_20to24 from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:b_20to24
CENSUS_INDV33_C_25TO29,Number Of Children Ever Born: c_25to29 (Census 2021),"Source column c_25to29 from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:c_25to29
CENSUS_INDV33_D_30TO34,Number Of Children Ever Born: d_30to34 (Census 2021),"Source column d_30to34 from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:d_30to34
CENSUS_INDV33_E_35TO39,Number Of Children Ever Born: e_35to39 (Census 2021),"Source column e_35to39 from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:e_35to39
CENSUS_INDV33_F_40TO44,Number Of Children Ever Born: f_40to44 (Census 2021),"Source column f_40to44 from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:f_40to44
CENSUS_INDV33_G_45TO49,Number Of Children Ever Born: g_45to49 (Census 2021),"Source column g_45to49 from Indv33_NumberOfChildrenEverBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv33_NumberOfChildrenEverBorn:g_45to49
CENSUS_INDV34_ROWTOTAL,Number Of Children Dead: rowtotal (Census 2021),"Source column rowtotal from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:rowtotal
CENSUS_INDV34_A_15TO19,Number Of Children Dead: a_15to19 (Census 2021),"Source column a_15to19 from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:a_15to19
CENSUS_INDV34_B_20TO24,Number Of Children Dead: b_20to24 (Census 2021),"Source column b_20to24 from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:b_20to24
CENSUS_INDV34_C_25TO29,Number Of Children Dead: c_25to29 (Census 2021),"Source column c_25to29 from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:c_25to29
CENSUS_INDV34_D_30TO34,Number Of Children Dead: d_30to34 (Census 2021),"Source column d_30to34 from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:d_30to34
CENSUS_INDV34_E_35TO39,Number Of Children Dead: e_35to39 (Census 2021),"Source column e_35to39 from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:e_35to39
CENSUS_INDV34_F_40TO44,Number Of Children Dead: f_40to44 (Census 2021),"Source column f_40to44 from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:f_40to44
CENSUS_INDV34_G_45TO49,Number Of Children Dead: g_45to49 (Census 2021),"Source column g_45to49 from Indv34_NumberOfChildrenDead.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv34_NumberOfChildrenDead:g_45to49
CENSUS_INDV35_ROWTOTAL,Number Of Children Born: rowtotal (Census 2021),"Source column rowtotal from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:rowtotal
CENSUS_INDV35_A_15TO19,Number Of Children Born: a_15to19 (Census 2021),"Source column a_15to19 from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:a_15to19
CENSUS_INDV35_B_20TO24,Number Of Children Born: b_20to24 (Census 2021),"Source column b_20to24 from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:b_20to24
CENSUS_INDV35_C_25TO29,Number Of Children Born: c_25to29 (Census 2021),"Source column c_25to29 from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:c_25to29
CENSUS_INDV35_D_30TO34,Number Of Children Born: d_30to34 (Census 2021),"Source column d_30to34 from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:d_30to34
CENSUS_INDV35_E_35TO39,Number Of Children Born: e_35to39 (Census 2021),"Source column e_35to39 from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:e_35to39
CENSUS_INDV35_F_40TO44,Number Of Children Born: f_40to44 (Census 2021),"Source column f_40to44 from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:f_40to44
CENSUS_INDV35_G_45TO49,Number Of Children Born: g_45to49 (Census 2021),"Source column g_45to49 from Indv35_NumberOfChildrenBorn.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv35_NumberOfChildrenBorn:g_45to49
CENSUS_INDV36_TOTAL_CHLDTYPE_1,Reported Number Of Children: total chldtype=1 (Census 2021),"Source column total from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:total|chldtype=1
CENSUS_INDV36_TOTAL_CHLDTYPE_2,Reported Number Of Children: total chldtype=2 (Census 2021),"Source column total from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:total|chldtype=2
CENSUS_INDV36_TOTAL_CHLDTYPE_3,Reported Number Of Children: total chldtype=3 (Census 2021),"Source column total from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:total|chldtype=3
CENSUS_INDV36_A_15TO19_CHLDTYPE_1,Reported Number Of Children: a_15to19 chldtype=1 (Census 2021),"Source column a_15to19 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:a_15to19|chldtype=1
CENSUS_INDV36_A_15TO19_CHLDTYPE_2,Reported Number Of Children: a_15to19 chldtype=2 (Census 2021),"Source column a_15to19 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:a_15to19|chldtype=2
CENSUS_INDV36_A_15TO19_CHLDTYPE_3,Reported Number Of Children: a_15to19 chldtype=3 (Census 2021),"Source column a_15to19 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:a_15to19|chldtype=3
CENSUS_INDV36_B_20TO24_CHLDTYPE_1,Reported Number Of Children: b_20to24 chldtype=1 (Census 2021),"Source column b_20to24 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:b_20to24|chldtype=1
CENSUS_INDV36_B_20TO24_CHLDTYPE_2,Reported Number Of Children: b_20to24 chldtype=2 (Census 2021),"Source column b_20to24 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:b_20to24|chldtype=2
CENSUS_INDV36_B_20TO24_CHLDTYPE_3,Reported Number Of Children: b_20to24 chldtype=3 (Census 2021),"Source column b_20to24 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:b_20to24|chldtype=3
CENSUS_INDV36_C_25TO29_CHLDTYPE_1,Reported Number Of Children: c_25to29 chldtype=1 (Census 2021),"Source column c_25to29 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:c_25to29|chldtype=1
CENSUS_INDV36_C_25TO29_CHLDTYPE_2,Reported Number Of Children: c_25to29 chldtype=2 (Census 2021),"Source column c_25to29 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:c_25to29|chldtype=2
CENSUS_INDV36_C_25TO29_CHLDTYPE_3,Reported Number Of Children: c_25to29 chldtype=3 (Census 2021),"Source column c_25to29 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:c_25to29|chldtype=3
CENSUS_INDV36_D_30TO34_CHLDTYPE_1,Reported Number Of Children: d_30to34 chldtype=1 (Census 2021),"Source column d_30to34 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:d_30to34|chldtype=1
CENSUS_INDV36_D_30TO34_CHLDTYPE_2,Reported Number Of Children: d_30to34 chldtype=2 (Census 2021),"Source column d_30to34 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:d_30to34|chldtype=2
CENSUS_INDV36_D_30TO34_CHLDTYPE_3,Reported Number Of Children: d_30to34 chldtype=3 (Census 2021),"Source column d_30to34 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:d_30to34|chldtype=3
CENSUS_INDV36_E_35TO39_CHLDTYPE_1,Reported Number Of Children: e_35to39 chldtype=1 (Census 2021),"Source column e_35to39 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:e_35to39|chldtype=1
CENSUS_INDV36_E_35TO39_CHLDTYPE_2,Reported Number Of Children: e_35to39 chldtype=2 (Census 2021),"Source column e_35to39 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:e_35to39|chldtype=2
CENSUS_INDV36_E_35TO39_CHLDTYPE_3,Reported Number Of Children: e_35to39 chldtype=3 (Census 2021),"Source column e_35to39 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:e_35to39|chldtype=3
CENSUS_INDV36_F_40TO44_CHLDTYPE_1,Reported Number Of Children: f_40to44 chldtype=1 (Census 2021),"Source column f_40to44 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:f_40to44|chldtype=1
CENSUS_INDV36_F_40TO44_CHLDTYPE_2,Reported Number Of Children: f_40to44 chldtype=2 (Census 2021),"Source column f_40to44 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:f_40to44|chldtype=2
CENSUS_INDV36_F_40TO44_CHLDTYPE_3,Reported Number Of Children: f_40to44 chldtype=3 (Census 2021),"Source column f_40to44 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:f_40to44|chldtype=3
CENSUS_INDV36_G_45TO49_CHLDTYPE_1,Reported Number Of Children: g_45to49 chldtype=1 (Census 2021),"Source column g_45to49 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:g_45to49|chldtype=1
CENSUS_INDV36_G_45TO49_CHLDTYPE_2,Reported Number Of Children: g_45to49 chldtype=2 (Census 2021),"Source column g_45to49 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:g_45to49|chldtype=2
CENSUS_INDV36_G_45TO49_CHLDTYPE_3,Reported Number Of Children: g_45to49 chldtype=3 (Census 2021),"Source column g_45to49 from Indv36_ReportedNumberOfChildren.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Indv36_ReportedNumberOfChildren:g_45to49|chldtype=3
CENSUS_INDV37_ROWTOTAL,Number Of CEBby Literacy Status: rowtotal (Census 2021),"Source column rowtotal from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:rowtotal
CENSUS_INDV37_YR15TO19,Number Of CEBby Literacy Status: yr15to19 (Census 2021),"Source column yr15to19 from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:yr15to19
CENSUS_INDV37_YR20TO24,Number Of CEBby Literacy Status: yr20to24 (Census 2021),"Source column yr20to24 from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:yr20to24
CENSUS_INDV37_YR25TO29,Number Of CEBby Literacy Status: yr25to29 (Census 2021),"Source column yr25to29 from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:yr25to29
CENSUS_INDV37_YR30TO34,Number Of CEBby Literacy Status: yr30to34 (Census 2021),"Source column yr30to34 from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:yr30to34
CENSUS_INDV37_YR35TO39,Number Of CEBby Literacy Status: yr35to39 (Census 2021),"Source column yr35to39 from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:yr35to39
CENSUS_INDV37_YR40TO44,Number Of CEBby Literacy Status: yr40to44 (Census 2021),"Source column yr40to44 from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:yr40to44
CENSUS_INDV37_YR45TO49,Number Of CEBby Literacy Status: yr45to49 (Census 2021),"Source column yr45to49 from Indv37_NumberOfCEBbyLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv37_NumberOfCEBbyLiteracyStatus:yr45to49
CENSUS_INDV38_ROWTOTAL,Number Of Children Dead By Literacy Status: rowtotal (Census 2021),"Source column rowtotal from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:rowtotal
CENSUS_INDV38_YR15TO19,Number Of Children Dead By Literacy Status: yr15to19 (Census 2021),"Source column yr15to19 from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:yr15to19
CENSUS_INDV38_YR20TO24,Number Of Children Dead By Literacy Status: yr20to24 (Census 2021),"Source column yr20to24 from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:yr20to24
CENSUS_INDV38_YR25TO29,Number Of Children Dead By Literacy Status: yr25to29 (Census 2021),"Source column yr25to29 from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:yr25to29
CENSUS_INDV38_YR30TO34,Number Of Children Dead By Literacy Status: yr30to34 (Census 2021),"Source column yr30to34 from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:yr30to34
CENSUS_INDV38_YR35TO39,Number Of Children Dead By Literacy Status: yr35to39 (Census 2021),"Source column yr35to39 from Indv38_NumberOfChildrenDeadByLiteracyStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv38_NumberOfChildrenDeadByLiteracyStatus:yr35to39
