code,name_en,definition_en,unit_code,topic,source_concept
CENSUS_INDV18_G_GRADUAT,Education: graduate (Census 2021),"Source column g_graduat from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:g_graduat
CENSUS_INDV18_H_PGRADUAT,Education: post-graduate (Census 2021),"Source column h_pgraduat from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:h_pgraduat
CENSUS_INDV18_I_OTHER,Education: other (Census 2021),"Source column i_other from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:i_other
CENSUS_INDV18_J_NOLEVEL,Education: no level passed (Census 2021),"Source column j_nolevel from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:j_nolevel
CENSUS_INDV18_K_NOTSTD,Education: not stated (Census 2021),"Source column k_notstd from Indv18_PopulationByEduLevel.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv18_PopulationByEduLevel:k_notstd
CENSUS_INDV19_ROWTOTAL,Population By School Attendance: rowtotal (Census 2021),"Source column rowtotal from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:rowtotal
CENSUS_INDV19_CA_EARLYCHILDHOOD,Population By School Attendance: ca_earlychildhood (Census 2021),"Source column ca_earlychildhood from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ca_earlychildhood
CENSUS_INDV19_CA_PRIMARY,Population By School Attendance: ca_primary (Census 2021),"Source column ca_primary from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ca_primary
CENSUS_INDV19_CA_LOWRSECNDRY,Population By School Attendance: ca_lowrsecndry (Census 2021),"Source column ca_lowrsecndry from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ca_lowrsecndry
CENSUS_INDV19_CA_UPPRSECNDRY,Population By School Attendance: ca_upprsecndry (Census 2021),"Source column ca_upprsecndry from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ca_upprsecndry
CENSUS_INDV19_CA_OTHERS,Population By School Attendance: ca_others (Census 2021),"Source column ca_others from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ca_others
CENSUS_INDV19_CA_NOTSTD,Population By School Attendance: ca_notstd (Census 2021),"Source column ca_notstd from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ca_notstd
CENSUS_INDV19_CNA_EARLYCHILDHOOD,Population By School Attendance: cna_earlychildhood (Census 2021),"Source column cna_earlychildhood from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:cna_earlychildhood
CENSUS_INDV19_CNA_PRIMARY,Population By School Attendance: cna_primary (Census 2021),"Source column cna_primary from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:cna_primary
CENSUS_INDV19_CNA_LOWRSECNDRY,Population By School Attendance: cna_lowrsecndry (Census 2021),"Source column cna_lowrsecndry from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:cna_lowrsecndry
CENSUS_INDV19_CNA_UPPRSECNDRY,Population By School Attendance: cna_upprsecndry (Census 2021),"Source column cna_upprsecndry from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:cna_upprsecndry
CENSUS_INDV19_CNA_OTHERS,Population By School Attendance: cna_others (Census 2021),"Source column cna_others from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:cna_others
CENSUS_INDV19_CNA_NOTSTD,Population By School Attendance: cna_notstd (Census 2021),"Source column cna_notstd from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:cna_notstd
CENSUS_INDV19_NEVERATTND,Population By School Attendance: neverattnd (Census 2021),"Source column neverattnd from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:neverattnd
CENSUS_INDV19_ANS_EARLYCHILDHOOD,Population By School Attendance: ans_earlychildhood (Census 2021),"Source column ans_earlychildhood from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ans_earlychildhood
CENSUS_INDV19_ANS_PRIMARY,Population By School Attendance: ans_primary (Census 2021),"Source column ans_primary from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ans_primary
CENSUS_INDV19_ANS_LOWRSECNDRY,Population By School Attendance: ans_lowrsecndry (Census 2021),"Source column ans_lowrsecndry from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ans_lowrsecndry
CENSUS_INDV19_ANS_UPPRSECNDRY,Population By School Attendance: ans_upprsecndry (Census 2021),"Source column ans_upprsecndry from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ans_upprsecndry
CENSUS_INDV19_ANS_OTHERS,Population By School Attendance: ans_others (Census 2021),"Source column ans_others from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ans_others
CENSUS_INDV19_ANS_NOTSTD,Population By School Attendance: ans_notstd (Census 2021),"Source column ans_notstd from Indv19_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv19_PopulationBySchoolAttendance:ans_notstd
CENSUS_INDV20_MALE,Population By School Attendance: male (Census 2021),"Source column male from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:male
CENSUS_INDV20_FEMALE,Population By School Attendance: female (Census 2021),"Source column female from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:female
CENSUS_INDV20_ATTNDING_M,Population By School Attendance: attnding_m (Census 2021),"Source column attnding_m from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:attnding_m
CENSUS_INDV20_ATTNDING_F,Population By School Attendance: attnding_f (Census 2021),"Source column attnding_f from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:attnding_f
CENSUS_INDV20_EVRATTNDING_M,Population By School Attendance: evrattnding_m (Census 2021),"Source column evrattnding_m from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:evrattnding_m
CENSUS_INDV20_EVRATTNDING_F,Population By School Attendance: evrattnding_f (Census 2021),"Source column evrattnding_f from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:evrattnding_f
CENSUS_INDV20_NVRATTNDING_M,Population By School Attendance: nvrattnding_m (Census 2021),"Source column nvrattnding_m from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:nvrattnding_m
CENSUS_INDV20_NVRATTNDING_F,Population By School Attendance: nvrattnding_f (Census 2021),"Source column nvrattnding_f from Indv20_PopulationBySchoolAttendance.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,education,Indv20_PopulationBySchoolAttendance:nvrattnding_f
